subnum,year,placeval,ravens,wiat,woodcock,arith,wholegroupsums,abacus,age,female,condition,verbalwm,spatialwm,english,math,science,computer,music,art,phys.ed,attendance,mental.rot,ordinality,deviance,cov,linslope,linr2,logr2,averagegrades,ans
129,3,1,0.458333333,0.76,0.534883721,0.5,0.328571429,1,5.9,0,abacus,4.04,2.42,73,74,74,76,68,90,80,232,0.65625,0.77,0.58,1.14,0.48,0.09,0.11,76.83333333,13
130,3,1,0.791666667,0.6,0.558139535,0.458333333,0.285714286,1,6.2,1,abacus,4.38,5.46,77,86,70,68,87,86,81,232,0.645833333,0.76,0.54,0.76,0.869565217,0.4,0.31,78.16666667,14
131,3,0.1,0.375,0.4,0.395348837,0.291666667,0.471428571,0,6.5,1,control,4.12,4.5,53,60,31,74,73,90,82,229,0.458333333,0.75,1.01,0.83,0.884955752,0.15,0.15,67.16666667,13
133,3,0.3,0.541666667,0.44,0.418604651,0.229166667,0.442857143,1,7.7,0,abacus,3.12,3.46,70,61,49,68,80,86,85,219,0.427083333,0.74,0.54,0.74,0.32,0.19,0.26,73,13
134,3,1,0.666666667,0.72,0.511627907,0.458333333,0.5,1,7.1,0,abacus,3.04,5.08,80,84,68,62,73,92,85,224,0.552083333,0.94,0.39,0.54,0.5,0.52,0.57,76.66666667,12
135,3,0.7,0.625,0.72,0.511627907,0.4375,0.364285714,0,7,0,control,2.46,5.17,73,80,59,76,70,88,82,237,0.875,0.8,0.63,1.12,0.83,0.15,0.16,74.66666667,12
136,3,0.6,0.458333333,0.52,0.441860465,0.25,0.314285714,1,6.7,0,abacus,5.33,2.96,75,61,52,68,70,82,83,232,0.208333333,0.75,1.09,0.47,0.69,0.46,0.44,71.66666667,12
137,3,0,0.375,0.6,0.395348837,0.270833333,0.064285714,1,7,1,abacus,3.88,3.38,49,53,49,68,66,82,85,235,0.479166667,0.88,1.08,1.06,0.373134328,0.32,0.21,66.5,13
138,3,0.7,0.583333333,0.32,0.372093023,0.208333333,0.157142857,1,7.5,0,abacus,3.17,4.33,39,41,34,62,62,90,81,227,0.625,0.72,0.7,0.43,0.42,0.43,0.51,61.33333333,16
139,3,0.2,0.25,0.24,0.348837209,0.125,0.164285714,0,6.2,1,control,2.12,2.96,59,60,50,74,69,86,80,215,0.1875,0.67,1.12,1.12,0.564971751,0.24,0.18,69.66666667,11
141,3,1,0.625,0.68,0.511627907,0.5625,0.728571429,1,7.1,1,abacus,4.25,4.92,77,78,68,80,81,86,81,215,0.416666667,0.79,0.52,0.55,0.5,0.2,0.28,78.83333333,15
142,3,0,0.458333333,0.4,0.372093023,0.166666667,0.321428571,1,5.7,1,abacus,3.92,1.96,43,40,33,64,69,88,86,238,0.385416667,0.72,0.55,0.44,0.58,0.16,0.13,63.83333333,14
144,3,1,0.625,0.64,0.418604651,0.541666667,0.607142857,1,5.8,0,abacus,4.83,3.5,86,82,87,82,69,90,81,230,0.385416667,0.93,0.29,0.29,0.35,0.65,0.7,82.5,16
145,3,0.6,0.666666667,0.68,0.465116279,0.354166667,0.5,1,6.8,1,abacus,5.88,5,43,65,27,64,68,92,84,220,0.78125,0.82,1.4,0.85,0.561797753,0.35,0.32,63,13
146,3,1,0.5,0.68,0.488372093,0.5625,0.55,0,7.3,0,control,4.75,5.33,79,85,59,74,62,92,79,238,0.625,0.9,0.3,0.29,0.41,0.81,0.8,74.16666667,16
148,3,1,0.75,0.68,0.534883721,0.75,0.828571429,1,6.2,0,abacus,4.42,3.83,62,75,40,70,64,86,79,218,0.708333333,0.77,0.73,1.1,0.69,0.18,0.2,66.83333333,15
149,3,1,0.583333333,0.72,0.534883721,0.333333333,0.528571429,0,6.6,1,control,4.58,4.92,70,71,62,82,75,86,81,213,0.645833333,0.76,0.65,1.03,0.53,0.11,0.14,76,12
151,3,0.4,0.583333333,0.56,0.418604651,0.125,0.442857143,0,6.4,1,control,4.08,3.12,76,77,58,78,70,92,79,206,0.375,0.71,0.81,0.91,0.46,0.15,0.17,75.5,13
152,3,0.8,0.833333333,0.84,0.558139535,0.4375,0.407142857,0,6.7,0,control,4.75,5.17,95,91,89,74,63,88,82,236,0.666666667,0.74,1.03,0.58,0.39,0.2,0.33,81.83333333,16
153,3,0.3,0.75,0.4,0.418604651,0.25,0.414285714,0,6.1,1,control,3.54,3.33,33,46,33,64,63,86,79,232,0.65625,0.8,0.6,0.77,0.42,0.33,0.36,59.66666667,12
155,3,1,0.541666667,0.84,0.604651163,0.875,0.985714286,1,6.8,1,abacus,3.96,5.21,93,95,93,86,92,92,85,239,0.4375,0.86,0.31,0.31,0.44,0.74,0.71,90.16666667,16
156,3,0.2,0.25,0.32,0.348837209,0.229166667,0.164285714,0,8.4,0,control,1.75,1.12,42,42,39,40,66,76,81,233,0.333333333,0.62,1.99,0.96,0.37037037,0.25,0.17,57.33333333,5
157,3,0.9,0.5,0.72,0.488372093,0.416666667,0.271428571,0,6.5,0,control,3.88,2.88,93,88,92,84,68,92,81,236,0.458333333,0.76,0.96,0.94,0.787401575,0.23,0.2,85,14
158,3,0.2,0.75,0.6,0.372093023,0.395833333,0.371428571,0,6,0,control,3.46,3.04,70,75,68,72,68,86,81,237,0.625,0.79,0.54,0.61,0.24,0.28,0.31,74.16666667,12
159,3,0.9,0.416666667,0.4,0.395348837,0.354166667,0.357142857,0,6.4,1,control,2.04,4.5,84,66,76,74,69,90,81,235,0.53125,0.88,0.68,1.37,0.91,0.16,0.16,79,11
160,3,1,0.583333333,0.44,0.488372093,0.4375,0.442857143,0,6.7,0,control,4.62,4.38,82,91,79,80,65,82,82,236,0.71875,0.75,1.06,0.64,0.95,0.41,0.43,78.33333333,16
161,3,1,0.416666667,0.72,0.534883721,0.416666667,0.392857143,1,7.3,0,abacus,3.83,3.04,88,84,82,78,72,86,82,234,0.71875,0.83,0.43,0.6,0.53,0.47,0.52,81.33333333,16
162,3,1,0.083333333,0.56,0.488372093,0.395833333,0.392857143,0,7.2,0,control,3.33,3.83,37,53,35,64,62,86,83,221,0.3125,0.7,0.93,0.73,0.22,0.06,0.12,61.16666667,11
163,3,1,0.458333333,0.68,0.534883721,0.354166667,0.421428571,0,6.1,1,control,3.83,5.21,62,57,51,62,68,86,80,235,0.458333333,0.83,0.61,1.25,0.62,0.1,0.07,68.16666667,10
164,3,1,0.833333333,0.6,0.465116279,0.5625,0.5,0,7.1,1,control,3.38,4.5,85,83,77,80,74,92,79,232,0.916666667,0.87,0.23,0.41,0.83,0.78,0.65,81.16666667,13
165,3,1,0.875,0.76,0.558139535,0.479166667,0.528571429,0,6.2,0,control,6.33,4.58,86,96,86,78,86,86,78,234,0.9375,0.74,1.55,0.95,0.480769231,0.26,0.24,83.33333333,14
167,3,0.9,0.541666667,0.68,0.511627907,0.5625,0.55,1,6.4,0,abacus,4.58,4.62,86,80,83,78,82,86,87,237,0.6875,0.83,0.59,0.9,0.970873786,0.41,0.38,83.66666667,11
169,3,0.9,0.583333333,0.72,0.581395349,0.4375,0.457142857,0,8.5,1,control,3.25,3.83,80,75,62,82,77,92,79,230,0.479166667,0.76,1.27,0.95,0.398406375,0.38,0.3,78.66666667,13
170,3,0.7,0.458333333,0.6,0.395348837,0.3125,0.135714286,0,6.1,1,control,3.17,3.92,92,79,88,62,69,82,78,238,0.6875,0.77,1.18,0.95,0.78125,0.21,0.18,78.5,7
171,3,0.5,0.458333333,0.4,0.372093023,0.291666667,0.342857143,1,6.8,0,abacus,5.08,5.17,39,59,36,66,74,82,88,230,0.604166667,0.73,0.66,0.66,0.46,0.3,0.36,64.16666667,16
172,3,1,0.5,0.6,0.465116279,0.291666667,0.414285714,1,6.5,0,abacus,4.42,4.71,82,81,62,62,74,86,85,226,0.770833333,0.74,0.83,0.76,0.806451613,0.35,0.28,75.16666667,13
173,3,1,0.708333333,0.72,0.558139535,0.5625,0.542857143,1,6.5,0,abacus,4.5,5,89,85,89,78,64,84,84,227,0.791666667,0.92,0.32,0.5,0.53,0.66,0.64,81.33333333,13
174,3,1,0.666666667,0.44,0.441860465,0.354166667,0.371428571,0,7.4,0,control,3.88,5.33,58,67,42,78,62,82,81,233,0.677083333,0.87,0.71,0.81,0.87,0.12,0.15,67.16666667,13
176,3,0.4,0.541666667,0.48,0.395348837,0.270833333,0.264285714,0,6.1,1,control,2.83,4.17,49,66,41,74,66,88,80,236,0.5625,0.75,0.77,0.47,0.71,0.3,0.28,66.33333333,15
177,3,0.9,0.75,0.48,0.488372093,0.5,0.492857143,0,6.5,0,control,3.25,4.58,45,62,27,42,59,80,78,237,0.770833333,0.79,0.52,0.6,0.37,0.2,0.16,55.16666667,13
178,3,1,0.583333333,0.72,0.604651163,0.583333333,0.585714286,1,7.5,1,abacus,4.17,4.58,73,82,53,66,70,88,84,236,0.635416667,0.89,0.32,0.34,0.37,0.73,0.71,72.33333333,9
180,3,1,0.583333333,0.72,0.465116279,0.375,0.457142857,1,6.2,1,abacus,4.5,3.96,95,89,84,88,83,90,85,211,0.75,0.93,0.26,0.35,0.51,0.75,0.73,87.5,15
181,3,1,0.833333333,0.52,0.465116279,0.333333333,0.478571429,1,6.9,0,abacus,4.21,5.71,59,83,52,72,57,84,81,236,0.645833333,0.83,0.31,0.45,0.75,0.65,0.49,67.5,14
182,3,0.6,0.666666667,0.76,0.441860465,0.333333333,0.4,0,6.3,1,control,4.17,2.92,71,60,45,64,66,88,83,236,0.395833333,0.84,0.46,0.55,0.32,0.42,0.46,69.5,10
183,3,1,0.458333333,0.72,0.558139535,0.729166667,0.642857143,1,6.4,0,abacus,3.83,4.5,93,96,93,66,70,86,78,232,0.583333333,0.72,0.96,1,0.740740741,0.2,0.2,81,16
184,3,1,0.75,0.72,0.558139535,0.5,0.492857143,1,7.5,0,abacus,5.29,3.33,93,91,94,66,64,88,82,236,0.625,0.87,0.25,0.4,0.57,0.68,0.58,81.16666667,13
186,3,1,0.291666667,0.44,0.395348837,0.395833333,0.414285714,1,6.2,0,abacus,4,4.08,48,54,37,64,71,82,79,232,0.510416667,0.77,0.65,0.94,0.806451613,0.21,0.17,63.5,14
187,3,1,0.125,0.72,0.511627907,0.520833333,0.6,1,6.1,1,abacus,5,3.54,73,70,63,72,70,86,84,231,0.479166667,0.79,0.42,0.48,0.18,0.28,0.32,74.66666667,14
188,3,0.5,0.333333333,0.48,0.348837209,0.416666667,0.4,0,7,1,control,3.96,3.83,55,62,49,66,70,92,81,211,0.583333333,0.83,1.07,0.7,0.917431193,0.16,0.17,68.83333333,12
189,3,1,0.833333333,0.84,0.558139535,0.520833333,0.471428571,0,7,0,control,4.5,4.29,83,86,74,74,55,90,80,214,0.895833333,0.79,0.32,0.44,0.45,0.58,0.63,76,16
190,3,1,0.791666667,0.6,0.488372093,0.5625,0.464285714,1,7,1,abacus,4.83,5.08,91,79,76,76,75,86,80,232,0.708333333,0.8,0.46,0.7,0.34,0.36,0.33,80.66666667,14
192,3,0.6,0.875,0.64,0.511627907,0.5625,0.521428571,0,7,0,control,3.79,3.79,73,80,66,82,65,88,86,230,0.833333333,0.81,0.39,0.47,0.28,0.47,0.57,76.66666667,14
193,3,1,0.791666667,0.48,0.441860465,0.333333333,0.292857143,1,8.1,0,abacus,4.71,3.96,84,69,74,64,77,86,82,202,0.78125,0.85,0.38,0.41,0.29,0.55,0.56,77.83333333,16
194,3,0.3,0.458333333,0.48,0.511627907,0.4375,0.514285714,1,6,0,abacus,5.29,4.33,84,69,72,62,62,88,81,236,0.4375,0.85,0.31,0.36,0.91,0.75,0.68,74.83333333,13
195,3,1,0.625,0.84,0.604651163,0.666666667,0.685714286,1,6.7,1,abacus,3.88,4.25,88,84,81,84,74,86,86,228,0.5625,0.89,0.46,0.37,0.33,0.5,0.49,83.16666667,16
196,3,1,0.791666667,0.68,0.534883721,0.5625,0.507142857,0,6,0,control,4.58,3.25,92,90,94,78,64,82,81,219,0.625,0.82,0.28,0.41,0.45,0.73,0.71,81.83333333,15
198,3,0.8,0.208333333,0.6,0.465116279,0.395833333,0.385714286,0,5.8,0,control,2.42,4.33,52,59,35,66,60,76,82,236,0.635416667,0.71,0.73,0.84,0.27,0.2,0.22,61.83333333,13
199,3,0.8,0.625,0.52,0.465116279,0.458333333,0.514285714,0,7.5,0,control,4.04,5.83,46,70,37,40,62,86,81,226,0.666666667,0.92,0.32,0.47,0.65,0.31,0.33,58.66666667,12
200,3,0.2,0.333333333,0.68,0.488372093,0.3125,0.228571429,1,7.1,0,abacus,1.75,2.38,59,60,47,64,67,82,78,233,0.5,0.74,0.76,1.26,0.6,0.14,0.18,66.16666667,12
201,3,0.9,0.416666667,0.72,0.511627907,0.5625,0.557142857,0,7,0,control,3.92,5.04,71,85,63,68,63,92,84,231,0.4375,0.85,0.34,0.34,0.43,0.55,0.63,73.5,16
202,3,0.5,0.416666667,0.56,0.418604651,0.354166667,0.414285714,1,6.6,1,abacus,2.42,6,83,68,68,80,81,90,83,234,0.510416667,0.73,0.62,0.54,0.54,0.37,0.46,80.83333333,13
203,3,0.9,0.541666667,0.6,0.511627907,0.479166667,0.442857143,1,7,0,abacus,5,3,86,87,79,66,65,86,81,234,0.5625,0.86,1.32,0.8,0.322580645,0.53,0.46,77.16666667,11
204,3,1,0.458333333,0.6,0.534883721,0.4375,0.485714286,1,6.5,0,abacus,4.67,3.58,78,83,62,76,72,84,79,238,0.5,0.73,0.62,0.5,0.458715596,0.49,0.22,75.16666667,11
205,3,0.6,0.416666667,0.52,0.418604651,0.395833333,0.364285714,1,5.7,0,abacus,2.71,3.17,63,58,42,64,64,86,86,232,0.614583333,0.76,0.98,0.82,0.427350427,0.37,0.22,67.5,11
206,3,0.6,0.291666667,0.44,0.348837209,0.375,0.342857143,1,6.8,0,abacus,3.75,3.42,53,50,41,68,60,86,82,238,0.25,0.69,1.64,0.74,0.302114804,0.39,0.29,65,16
207,3,0.8,0.416666667,0.72,0.581395349,0.6875,0.735714286,1,6.8,0,abacus,3.96,4,91,89,76,74,80,82,80,230,0.416666667,0.76,0.71,0.78,0.8,0.31,0.24,80.5,12
208,3,0.1,0.458333333,0.44,0.395348837,0.375,0.507142857,0,6.8,1,control,3.58,4.17,53,55,33,62,70,88,80,232,0.645833333,0.76,0.69,0.64,0.27,0.16,0.25,64.33333333,16
209,3,1,0.708333333,0.72,0.418604651,0.458333333,0.364285714,1,6.8,0,abacus,4.29,4.58,69,88,62,76,78,84,85,237,0.729166667,0.86,0.34,0.37,0.51,0.7,0.73,75.66666667,16
210,3,0.9,0.75,0.28,0.395348837,0.354166667,0.385714286,0,5.7,0,control,4.12,3.79,39,63,34,60,56,84,81,229,0.645833333,0.88,0.35,0.6,0.69,0.49,0.47,59,11
211,3,0.5,0.75,0.72,0.465116279,0.4375,0.457142857,0,NA,NA,control,3.92,4.04,87,74,87,62,64,84,79,239,0.354166667,0.82,0.62,1.12,0.78,0.18,0.2,77.16666667,12
212,3,0.5,0.708333333,0.8,0.511627907,0.604166667,0.592857143,0,NA,NA,control,3.67,5.96,74,71,60,80,73,88,81,235,0.520833333,0.81,0.43,0.58,0.33,0.31,0.44,76,13
213,3,0.1,0.333333333,0.36,0.372093023,0.1875,0.05,0,NA,NA,control,3.21,5.33,41,59,35,70,68,78,81,238,0.385416667,0.83,0.62,0.81,0.31,0.16,0.21,62.16666667,15
215,3,0.8,0.625,0.52,0.418604651,0.1875,0.078571429,0,NA,NA,control,4,3.58,82,73,56,76,74,90,85,233,0.666666667,0.8,0.47,0.38,0.39,0.51,0.54,77.16666667,12
104,3,0.7,0.541666667,0.48,0.372093023,0.354166667,0.428571429,1,6.8,0,abacus,3.96,4.12,65,54,50,64,63,78,83,232,0.229166667,0.72,1.02,0.72,0.62,0.08,0.14,67.16666667,12
112,3,0.9,0.5,0.72,0.488372093,0.395833333,0.442857143,0,6.7,0,control,2.54,4.08,63,73,56,66,62,82,83,224,0.677083333,0.78,0.38,0.62,0.5,0.43,0.43,68.66666667,
14,3,0.9,0.791666667,0.6,0.511627907,0.3125,0.457142857,0,7.1,0,control,3.33,5.29,88,68,60,68,60,88,81,231,0.739583333,0.85,0.44,0.74,0.4,0.1,0.12,74.16666667,16
15,3,1,0.666666667,0.76,0.604651163,0.458333333,0.442857143,0,7.1,1,control,4.71,3.83,88,87,77,82,73,92,81,234,0.53125,0.74,0.81,0.7,0.5,0.1,0.16,82.16666667,13
154,3,1,0.708333333,0.56,0.511627907,0.4375,0.464285714,0,7.2,0,control,3.67,4.71,86,83,80,82,65,92,83,230,0.583333333,0.85,0.41,0.38,0.25,0.48,0.53,81.33333333,16
179,3,1,0.5,0.68,0.534883721,0.583333333,0.492857143,1,6.3,1,abacus,4.08,4.33,82,83,62,64,87,90,81,224,0.489583333,0.82,0.94,0.73,0.746268657,0.17,0.14,77.66666667,12
29,3,0.8,0.375,0.52,0.302325581,0.291666667,0.4,0,6.1,0,control,4.12,4.67,76,58,50,82,65,88,81,231,0.333333333,0.74,0.88,0.69,0.41,0.14,0.23,73.66666667,14
43,3,1,0.458333333,0.8,0.558139535,0.875,0.921428571,1,5.7,0,abacus,2.67,5,91,93,87,78,66,86,82,231,0.645833333,0.76,1.1,0.69,0.591715976,0.27,0.22,81.66666667,9
97,3,0.9,0.541666667,0.6,0.441860465,0.395833333,0.371428571,1,7.4,0,abacus,5.12,3.96,75,71,63,68,66,88,80,220,0.291666667,0.81,0.9,0.69,0.628930818,0.31,0.21,73.33333333,12
